DeviceRowID,Value,Usage,Date
126,28973379,3900,2022-08-14 00:30:00
126,28973406,3900,2022-08-14 00:35:00
126,28973432,3800,2022-08-14 00:40:00
126,28973456,3700,2022-08-14 00:45:00
126,28973480,3700,2022-08-14 00:50:00
126,28973507,4100,2022-08-14 00:55:00
126,28973536,4400,2022-08-14 01:00:00
126,28973568,4300,2022-08-14 01:05:00
126,28973600,4100,2022-08-14 01:10:00
126,28973626,3900,2022-08-14 01:15:00
126,28973651,3900,2022-08-14 01:20:00
126,28973672,3600,2022-08-14 01:25:00
126,28973692,3600,2022-08-14 01:30:00
126,28973715,3800,2022-08-14 01:35:00
126,28973738,3800,2022-08-14 01:40:00
126,28973759,3700,2022-08-14 01:45:00
126,28973779,3700,2022-08-14 01:50:00
126,28973802,3900,2022-08-14 01:55:00
126,28973827,3900,2022-08-14 02:00:00
126,28973851,8300,2022-08-14 02:05:00
126,28973879,4100,2022-08-14 02:10:00
126,28973906,3900,2022-08-14 02:15:00
126,28973930,3700,2022-08-14 02:20:00
126,28973951,3700,2022-08-14 02:25:00
126,28973971,3700,2022-08-14 02:30:00
126,28973991,3800,2022-08-14 02:35:00
126,28974015,4300,2022-08-14 02:40:00
126,28974045,4100,2022-08-14 02:45:00
126,28974073,4100,2022-08-14 02:50:00
126,28974103,4100,2022-08-14 02:55:00
126,28974132,4100,2022-08-14 03:00:00
126,28974161,4100,2022-08-14 03:05:00
126,28974191,4100,2022-08-14 03:10:00
126,28974223,4400,2022-08-14 03:15:00
126,28974255,4000,2022-08-14 03:20:00
126,28974280,3800,2022-08-14 03:25:00
126,28974304,3800,2022-08-14 03:30:00
126,28974329,3800,2022-08-14 03:35:00
126,28974354,3700,2022-08-14 03:40:00
126,28974379,4000,2022-08-14 03:45:00
126,28974406,4100,2022-08-14 03:50:00
126,28974435,4100,2022-08-14 03:55:00
126,28974465,4100,2022-08-14 04:00:00
126,28974494,4100,2022-08-14 04:05:00
126,28974522,4100,2022-08-14 04:10:00
126,28974551,4100,2022-08-14 04:15:00
126,28974582,4000,2022-08-14 04:20:00
126,28974609,4000,2022-08-14 04:25:00
126,28974635,3800,2022-08-14 04:30:00
126,28974659,3700,2022-08-14 04:35:00
126,28974679,3700,2022-08-14 04:40:00
126,28974700,3700,2022-08-14 04:45:00
126,28974720,3700,2022-08-14 04:50:00
126,28974746,4200,2022-08-14 04:55:00
126,28974774,4100,2022-08-14 05:00:00
126,28974799,3900,2022-08-14 05:05:00
126,28974823,3900,2022-08-14 05:10:00
126,28974848,3900,2022-08-14 05:15:00
126,28974872,3700,2022-08-14 05:20:01
126,28974893,3900,2022-08-14 05:25:00
126,28974916,3900,2022-08-14 05:30:00
126,28974938,3700,2022-08-14 05:35:00
126,28974958,3700,2022-08-14 05:40:00
126,28974979,3700,2022-08-14 05:45:00
126,28974999,3700,2022-08-14 05:50:00
126,28975023,3900,2022-08-14 05:55:00
126,28975050,4600,2022-08-14 06:00:00
126,28975084,4400,2022-08-14 06:05:00
126,28975114,4200,2022-08-14 06:10:00
126,28975144,4100,2022-08-14 06:15:00
126,28975171,3800,2022-08-14 06:20:00
126,28975196,3800,2022-08-14 06:25:00
126,28975222,4100,2022-08-14 06:30:00
126,28975222,4100,2022-08-14 06:35:00
126,28975222,4100,2022-08-14 06:40:00
126,28975222,3800,2022-08-14 06:45:00
126,28975222,3800,2022-08-14 06:50:00
126,28975222,4100,2022-08-14 06:55:00
126,28975222,4100,2022-08-14 07:00:00
126,28975222,4300,2022-08-14 07:05:00
126,28975222,4300,2022-08-14 07:10:00
126,28975222,4100,2022-08-14 07:15:00
126,28975222,3800,2022-08-14 07:20:00
126,28975222,3800,2022-08-14 07:25:00
126,28975222,3800,2022-08-14 07:30:00
126,28975222,3800,2022-08-14 07:35:00
126,28975222,4000,2022-08-14 07:40:00
126,28975222,3800,2022-08-14 07:45:00
126,28975222,4300,2022-08-14 07:50:00
126,28975222,4100,2022-08-14 07:55:00
126,28975222,4100,2022-08-14 08:00:00
126,28975222,4000,2022-08-14 08:05:00
126,28975222,4400,2022-08-14 08:10:00
126,28975222,4100,2022-08-14 08:15:00
126,28975222,3700,2022-08-14 08:20:00
126,28975222,3700,2022-08-14 08:25:00
126,28975222,3700,2022-08-14 08:30:00
126,28975222,3700,2022-08-14 08:35:00
126,28975222,3700,2022-08-14 08:40:00
126,28975222,3900,2022-08-14 08:45:00
126,28975222,3800,2022-08-14 08:50:00
126,28975222,3900,2022-08-14 08:55:00
126,28975222,3900,2022-08-14 09:00:00
126,28975222,3900,2022-08-14 09:05:00
126,28975222,3900,2022-08-14 09:10:00
126,28975222,3800,2022-08-14 09:15:00
126,28975222,3900,2022-08-14 09:20:00
126,28975222,3600,2022-08-14 09:25:00
126,28975222,3600,2022-08-14 09:30:00
126,28975222,3600,2022-08-14 09:35:00
126,28975222,3900,2022-08-14 09:40:00
126,28975222,3800,2022-08-14 09:45:00
126,28975222,4100,2022-08-14 09:50:00
126,28975222,4400,2022-08-14 09:55:00
126,28975222,5000,2022-08-14 10:00:00
126,28975222,4600,2022-08-14 10:05:00
126,28975222,4700,2022-08-14 10:10:00
126,28975222,4100,2022-08-14 10:15:00
126,28975222,3900,2022-08-14 10:20:00
126,28975222,4600,2022-08-14 10:25:00
126,28975222,4900,2022-08-14 10:30:00
126,28975222,4500,2022-08-14 10:35:00
126,28975222,4200,2022-08-14 10:40:00
126,28975222,18200,2022-08-14 10:45:00
126,28975222,5000,2022-08-14 10:50:00
126,28975222,5000,2022-08-14 10:55:00
126,28975222,6400,2022-08-14 11:00:00
126,28975222,6100,2022-08-14 11:05:00
126,28975222,5900,2022-08-14 11:10:00
126,28975222,5700,2022-08-14 11:15:00
126,28975222,5600,2022-08-14 11:20:00
126,28975222,5400,2022-08-14 11:25:00
126,28975222,5700,2022-08-14 11:30:00
126,28975222,5600,2022-08-14 11:35:00
126,28975222,5200,2022-08-14 11:40:00
126,28975222,5100,2022-08-14 11:45:00
126,28975222,5300,2022-08-14 11:50:00
126,28975222,18500,2022-08-14 11:55:00
126,28975222,18700,2022-08-14 12:00:00
126,28975222,5300,2022-08-14 12:05:00
126,28975222,5100,2022-08-14 12:10:00
126,28975222,4300,2022-08-14 12:15:00
126,28975222,4800,2022-08-14 12:20:00
126,28975222,4400,2022-08-14 12:25:00
126,28975222,4400,2022-08-14 12:30:00
126,28975222,4200,2022-08-14 12:35:00
126,28975222,4200,2022-08-14 12:40:00
126,28975222,4300,2022-08-14 12:45:00
126,28975222,3800,2022-08-14 12:50:00
126,28975222,4300,2022-08-14 12:55:00
126,28975222,4000,2022-08-14 13:00:00
126,28975222,4100,2022-08-14 13:05:00
126,28975222,4000,2022-08-14 13:10:00
126,28975222,5000,2022-08-14 13:15:00
126,28975222,4800,2022-08-14 13:20:00
126,28975222,4700,2022-08-14 13:25:00
126,28975222,4400,2022-08-14 13:30:00
126,28975222,4400,2022-08-14 13:35:00
126,28975222,4100,2022-08-14 13:40:00
126,28975222,4500,2022-08-14 13:45:00
126,28975222,4600,2022-08-14 13:50:00
126,28975222,4100,2022-08-14 13:55:00
126,28975222,4100,2022-08-14 14:00:00
126,28975222,4000,2022-08-14 14:05:00
126,28975222,4000,2022-08-14 14:10:00
126,28975222,4500,2022-08-14 14:15:00
126,28975222,4700,2022-08-14 14:20:00
126,28975222,4900,2022-08-14 14:25:00
126,28975222,4500,2022-08-14 14:30:00
126,28975222,4600,2022-08-14 14:35:00
126,28975222,4500,2022-08-14 14:40:00
126,28975222,4100,2022-08-14 14:45:00
126,28975222,4400,2022-08-14 14:50:00
126,28975222,4300,2022-08-14 14:55:00
126,28975222,4300,2022-08-14 15:00:00
126,28975222,4400,2022-08-14 15:05:00
126,28975222,4300,2022-08-14 15:10:00
126,28975222,4400,2022-08-14 15:15:00
126,28975222,4500,2022-08-14 15:20:00
126,28975222,4900,2022-08-14 15:25:00
126,28975222,4700,2022-08-14 15:30:00
126,28975222,4700,2022-08-14 15:35:00
126,28975222,4700,2022-08-14 15:40:00
126,28975222,4700,2022-08-14 15:45:00
126,28975222,4300,2022-08-14 15:50:00
126,28975222,4400,2022-08-14 15:55:00
126,28975222,4500,2022-08-14 16:00:00
126,28975222,4600,2022-08-14 16:05:00
126,28975222,4400,2022-08-14 16:10:00
126,28975222,4200,2022-08-14 16:15:00
126,28975222,4300,2022-08-14 16:20:00
126,28975222,4600,2022-08-14 16:25:00
126,28975222,4500,2022-08-14 16:30:00
126,28975222,4800,2022-08-14 16:35:00
126,28975222,4700,2022-08-14 16:40:00
126,28975222,5000,2022-08-14 16:45:00
126,28975222,4200,2022-08-14 16:50:00
126,28975222,3900,2022-08-14 16:55:00
126,28975222,3900,2022-08-14 17:00:00
126,28975222,4100,2022-08-14 17:05:00
126,28975222,3700,2022-08-14 17:10:00
126,28975222,3800,2022-08-14 17:15:00
126,28975222,3800,2022-08-14 17:20:00
126,28975222,4200,2022-08-14 17:25:00
126,28975222,4500,2022-08-14 17:30:00
126,28975222,4300,2022-08-14 17:35:00
126,28975222,4600,2022-08-14 17:40:00
126,28975222,4500,2022-08-14 17:45:00
126,28975222,4400,2022-08-14 17:50:00
126,28975222,4300,2022-08-14 17:55:00
126,28975222,4100,2022-08-14 18:00:00
126,28975222,4000,2022-08-14 18:05:00
126,28975222,8600,2022-08-14 18:10:00
126,28975222,4300,2022-08-14 18:15:00
126,28975222,3900,2022-08-14 18:20:00
126,28975222,4000,2022-08-14 18:25:00
126,28975222,4300,2022-08-14 18:30:00
126,28975222,4300,2022-08-14 18:35:00
126,28975222,4500,2022-08-14 18:40:00
126,28975222,4600,2022-08-14 18:45:00
126,28975222,4500,2022-08-14 18:50:00
126,28975222,4100,2022-08-14 18:55:00
126,28975222,3900,2022-08-14 19:00:00
126,28975222,4000,2022-08-14 19:05:00
126,28975222,3800,2022-08-14 19:10:00
126,28975222,3900,2022-08-14 19:15:00
126,28975222,4000,2022-08-14 19:20:00
126,28975222,4200,2022-08-14 19:25:00
126,28975222,4300,2022-08-14 19:30:00
126,28975222,4300,2022-08-14 19:35:00
126,28975222,3900,2022-08-14 19:40:00
126,28975222,3900,2022-08-14 19:45:00
126,28975222,3900,2022-08-14 19:50:00
126,28975222,4100,2022-08-14 19:55:00
126,28975222,3800,2022-08-14 20:00:00
126,28975222,3700,2022-08-14 20:05:00
126,28975222,3700,2022-08-14 20:10:00
126,28975222,4000,2022-08-14 20:15:00
126,28975222,3900,2022-08-14 20:20:00
126,28975222,3900,2022-08-14 20:25:00
126,28975222,4500,2022-08-14 20:30:00
126,28975222,4600,2022-08-14 20:35:00
126,28975222,4600,2022-08-14 20:40:00
126,28975222,4200,2022-08-14 20:45:00
126,28975222,4200,2022-08-14 20:50:00
126,28975222,4100,2022-08-14 20:55:00
126,28975222,4200,2022-08-14 21:00:00
126,28975222,4200,2022-08-14 21:05:00
126,28975222,14700,2022-08-14 21:10:00
126,28975222,5100,2022-08-14 21:15:00
126,28975222,4800,2022-08-14 21:20:00
126,28975222,5000,2022-08-14 21:25:00
126,28975222,4800,2022-08-14 21:30:00
126,28975222,4800,2022-08-14 21:35:00
126,28975222,5100,2022-08-14 21:40:00
126,28975222,5000,2022-08-14 21:45:00
126,28975222,5300,2022-08-14 21:50:00
126,28975222,4800,2022-08-14 21:55:00
126,28975222,5000,2022-08-14 22:00:00
126,28975222,4600,2022-08-14 22:05:00
126,28975222,5100,2022-08-14 22:10:00
126,28975222,4900,2022-08-14 22:15:00
126,28975222,4900,2022-08-14 22:20:00
126,28975222,4700,2022-08-14 22:25:00
126,28975224,21600,2022-08-14 22:30:00
126,28975385,18800,2022-08-14 22:35:00
126,28975541,18800,2022-08-14 22:40:00
126,28975695,18900,2022-08-14 22:45:00
126,28975852,19000,2022-08-14 22:50:00
126,28976008,18800,2022-08-14 22:55:00
126,28976162,18200,2022-08-14 23:00:00
126,28976311,17800,2022-08-14 23:05:00
126,28976459,17900,2022-08-14 23:10:00
126,28976606,17800,2022-08-14 23:15:00
126,28976758,18400,2022-08-14 23:20:00
126,28976910,18600,2022-08-14 23:25:00
126,28977064,18500,2022-08-14 23:30:00
126,28977218,18700,2022-08-14 23:35:00
126,28977372,18600,2022-08-14 23:40:00
126,28977442,3900,2022-08-14 23:45:00
126,28977467,3900,2022-08-14 23:50:00
126,28977491,3900,2022-08-14 23:55:00
126,28977516,4100,2022-08-15 00:00:00
126,28977540,3900,2022-08-15 00:05:00
126,28977567,3900,2022-08-15 00:10:00
126,28977593,3900,2022-08-15 00:15:00
126,28977619,3900,2022-08-15 00:20:00
126,28977644,3800,2022-08-15 00:25:00
126,28977669,3800,2022-08-15 00:30:00
126,28977695,4400,2022-08-15 00:35:00
126,28977727,4400,2022-08-15 00:40:00
126,28977757,3800,2022-08-15 00:45:00
126,28977784,3800,2022-08-15 00:50:00
126,28977810,3800,2022-08-15 00:55:00
126,28977837,3800,2022-08-15 01:00:00
126,28977861,3500,2022-08-15 01:05:00
126,28977884,3800,2022-08-15 01:10:00
126,28977910,3700,2022-08-15 01:15:00
126,28977934,3500,2022-08-15 01:20:00
126,28977956,3600,2022-08-15 01:25:00
126,28977979,3500,2022-08-15 01:30:00
126,28978001,3500,2022-08-15 01:35:00
126,28978027,4200,2022-08-15 01:40:00
126,28978056,4100,2022-08-15 01:45:00
126,28978088,4300,2022-08-15 01:50:00
126,28978119,4400,2022-08-15 01:55:00
126,28978149,4300,2022-08-15 02:00:00
126,28978176,3900,2022-08-15 02:05:00
126,28978197,3700,2022-08-15 02:10:00
126,28978218,3700,2022-08-15 02:15:00
126,28978238,3700,2022-08-15 02:20:00
126,28978262,3900,2022-08-15 02:25:00
126,28978284,3700,2022-08-15 02:30:00
126,28978306,4100,2022-08-15 02:35:00
126,28978331,4300,2022-08-15 02:40:00
126,28978358,3900,2022-08-15 02:45:00
126,28978383,3900,2022-08-15 02:50:00
126,28978407,3900,2022-08-15 02:55:00
126,28978434,4200,2022-08-15 03:00:00
126,28978461,3900,2022-08-15 03:05:00
126,28978484,3700,2022-08-15 03:10:00
126,28978505,3700,2022-08-15 03:15:00
126,28978525,3700,2022-08-15 03:20:00
126,28978545,3700,2022-08-15 03:25:00
126,28978568,4100,2022-08-15 03:30:00
126,28978598,4600,2022-08-15 03:35:00
126,28978626,3900,2022-08-15 03:40:00
126,28978654,4100,2022-08-15 03:45:00
126,28978683,4100,2022-08-15 03:50:00
126,28978712,4000,2022-08-15 03:55:00
126,28978741,4100,2022-08-15 04:00:00
126,28978806,18000,2022-08-15 04:05:00
126,28978952,18200,2022-08-15 04:10:00
126,28979097,17100,2022-08-15 04:15:00
126,28979238,16300,2022-08-15 04:20:00
126,28979374,16000,2022-08-15 04:25:00
126,28979508,15600,2022-08-15 04:30:00
126,28979641,15600,2022-08-15 04:35:00
126,28979775,16000,2022-08-15 04:40:00
126,28979882,4500,2022-08-15 04:45:00
126,28979920,4800,2022-08-15 04:50:00
126,28979956,4100,2022-08-15 04:55:00
126,28979988,4000,2022-08-15 05:00:00
126,28980020,4100,2022-08-15 05:05:00
126,28980054,4500,2022-08-15 05:10:00
126,28980087,4200,2022-08-15 05:15:00
126,28980118,4500,2022-08-15 05:20:00
126,28980148,4200,2022-08-15 05:25:00
126,28980176,3700,2022-08-15 05:30:00
126,28980202,3800,2022-08-15 05:35:00
126,28980228,4000,2022-08-15 05:40:00
126,28980256,3900,2022-08-15 05:45:00
126,28980284,4300,2022-08-15 05:50:00
126,28980315,4100,2022-08-15 05:55:00
126,28980350,4100,2022-08-15 06:00:00
126,28980384,6900,2022-08-15 06:05:00
126,28980411,3800,2022-08-15 06:10:00
126,28980439,3900,2022-08-15 06:15:00
126,28980474,4400,2022-08-15 06:20:00
126,28980497,3700,2022-08-15 06:25:00
126,28980517,3700,2022-08-15 06:30:00
126,28980517,3800,2022-08-15 06:35:00
126,28980517,3700,2022-08-15 06:40:00
126,28980517,3700,2022-08-15 06:45:00
126,28980517,3600,2022-08-15 06:50:00
126,28980517,3900,2022-08-15 06:55:00
126,28980517,4200,2022-08-15 07:00:00
126,28980517,4100,2022-08-15 07:05:00
126,28980517,4400,2022-08-15 07:10:00
126,28980517,4300,2022-08-15 07:15:00
126,28980517,4200,2022-08-15 07:20:00
126,28980517,4200,2022-08-15 07:25:00
126,28980517,4200,2022-08-15 07:30:00
126,28980517,4100,2022-08-15 07:35:00
126,28980517,4100,2022-08-15 07:40:01
126,28980517,4300,2022-08-15 07:45:00
126,28980517,3900,2022-08-15 07:50:00
126,28980517,3700,2022-08-15 07:55:00
126,28980517,4600,2022-08-15 08:00:00
126,28980517,4500,2022-08-15 08:05:00
126,28980517,4000,2022-08-15 08:10:00
126,28980517,4000,2022-08-15 08:15:00
126,28980517,4700,2022-08-15 08:20:00
126,28980517,4300,2022-08-15 08:25:00
126,28980517,3700,2022-08-15 08:30:00
126,28980517,3700,2022-08-15 08:35:00
126,28980517,4000,2022-08-15 08:40:00
126,28980517,4000,2022-08-15 08:45:00
126,28980517,3600,2022-08-15 08:50:00
126,28980517,4000,2022-08-15 08:55:00
126,28980517,4200,2022-08-15 09:00:00
126,28980517,4200,2022-08-15 09:05:00
126,28980517,4300,2022-08-15 09:10:00
126,28980517,4200,2022-08-15 09:15:00
126,28980517,4200,2022-08-15 09:20:00
126,28980517,4200,2022-08-15 09:25:00
126,28980517,4000,2022-08-15 09:30:00
126,28980517,4200,2022-08-15 09:35:00
126,28980517,3600,2022-08-15 09:40:00
126,28980517,3600,2022-08-15 09:45:00
126,28980517,4000,2022-08-15 09:50:00
126,28980517,4000,2022-08-15 09:55:00
126,28980517,4000,2022-08-15 10:00:00
126,28980517,3700,2022-08-15 10:05:00
126,28980517,4000,2022-08-15 10:10:00
126,28980517,4600,2022-08-15 10:15:00
126,28980517,4300,2022-08-15 10:20:00
126,28980517,4200,2022-08-15 10:25:00
126,28980517,4400,2022-08-15 10:30:00
126,28980517,3900,2022-08-15 10:35:00
126,28980517,3900,2022-08-15 10:40:00
126,28980517,4200,2022-08-15 10:45:00
126,28980517,4100,2022-08-15 10:50:00
126,28980517,3900,2022-08-15 10:55:00
126,28980517,3900,2022-08-15 11:00:00
126,28980517,3900,2022-08-15 11:05:00
126,28980517,4200,2022-08-15 11:10:00
126,28980517,4200,2022-08-15 11:15:00
126,28980517,4000,2022-08-15 11:20:00
126,28980517,3900,2022-08-15 11:25:00
126,28980517,3700,2022-08-15 11:30:00
126,28980517,3700,2022-08-15 11:35:00
126,28980517,3400,2022-08-15 11:40:00
126,28980517,3400,2022-08-15 11:45:00
126,28980517,3900,2022-08-15 11:50:00
126,28980517,4100,2022-08-15 11:55:00
126,28980517,3700,2022-08-15 12:00:00
126,28980517,3500,2022-08-15 12:05:00
126,28980517,3500,2022-08-15 12:10:00
126,28980517,3500,2022-08-15 12:15:00
126,28980517,3700,2022-08-15 12:20:00
126,28980517,4200,2022-08-15 12:25:00
126,28980517,4400,2022-08-15 12:30:00
126,28980517,4300,2022-08-15 12:35:00
126,28980517,3700,2022-08-15 12:40:00
126,28980517,3700,2022-08-15 12:45:00
126,28980517,3400,2022-08-15 12:50:00
126,28980517,10800,2022-08-15 12:55:00
126,28980517,3900,2022-08-15 13:00:00
126,28980517,5100,2022-08-15 13:05:00
126,28980517,5000,2022-08-15 13:10:00
126,28980517,4900,2022-08-15 13:15:00
126,28980517,4400,2022-08-15 13:20:00
126,28980517,4700,2022-08-15 13:25:00
126,28980517,4300,2022-08-15 13:30:00
126,28980517,4400,2022-08-15 13:35:00
126,28980517,5000,2022-08-15 13:40:00
126,28980517,4400,2022-08-15 13:45:00
126,28980517,4300,2022-08-15 13:50:00
126,28980517,4100,2022-08-15 13:55:00
126,28980517,3900,2022-08-15 14:00:00
126,28980517,4000,2022-08-15 14:05:00
126,28980517,7700,2022-08-15 14:10:00
126,28980517,12500,2022-08-15 14:15:00
126,28980517,6200,2022-08-15 14:20:00
126,28980517,4100,2022-08-15 14:25:00
126,28980517,4500,2022-08-15 14:30:00
126,28980517,4000,2022-08-15 14:35:00
126,28980517,4000,2022-08-15 14:40:00
126,28980517,4500,2022-08-15 14:45:00
126,28980517,4400,2022-08-15 14:50:00
126,28980517,4200,2022-08-15 14:55:00
126,28980517,3900,2022-08-15 15:00:00
126,28980517,4100,2022-08-15 15:05:00
126,28980517,3800,2022-08-15 15:10:00
126,28980517,4000,2022-08-15 15:15:00
126,28980517,4300,2022-08-15 15:20:00
126,28980517,4100,2022-08-15 15:25:00
126,28980517,4500,2022-08-15 15:30:00
126,28980517,4700,2022-08-15 15:35:00
126,28980517,4600,2022-08-15 15:40:00
126,28980517,4600,2022-08-15 15:45:00
126,28980517,4500,2022-08-15 15:50:00
126,28980517,4400,2022-08-15 15:55:00
126,28980517,4500,2022-08-15 16:00:00
126,28980517,4500,2022-08-15 16:05:00
126,28980517,4400,2022-08-15 16:10:00
126,28980517,4300,2022-08-15 16:15:00
126,28980517,4100,2022-08-15 16:20:00
126,28980517,4300,2022-08-15 16:25:00
126,28980517,4300,2022-08-15 16:30:00
126,28980517,4200,2022-08-15 16:35:00
126,28980517,4900,2022-08-15 16:40:00
126,28980517,4900,2022-08-15 16:45:00
126,28980517,4700,2022-08-15 16:50:00
126,28980517,4200,2022-08-15 16:55:00
126,28980517,12700,2022-08-15 17:00:00
126,28980517,4200,2022-08-15 17:05:01
126,28980517,3800,2022-08-15 17:10:00
126,28980517,4200,2022-08-15 17:15:00
126,28980517,4100,2022-08-15 17:20:00
126,28980517,3800,2022-08-15 17:25:00
126,28980517,3800,2022-08-15 17:30:00
126,28980517,3800,2022-08-15 17:35:00
126,28980517,3900,2022-08-15 17:40:00
126,28980517,4100,2022-08-15 17:45:00
126,28980517,4400,2022-08-15 17:50:01
126,28980517,4300,2022-08-15 17:55:00
126,28980517,4000,2022-08-15 18:00:00
126,28980517,4100,2022-08-15 18:05:00
126,28980517,4000,2022-08-15 18:10:00
126,28980517,3800,2022-08-15 18:15:00
126,28980517,3900,2022-08-15 18:20:00
126,28980517,4000,2022-08-15 18:25:00
126,28980517,3900,2022-08-15 18:30:00
126,28980517,3800,2022-08-15 18:35:00